ID@Type@SKU@Name@Published@'Is featured?'@'Visibility in catalog'@'Short description'@Description@'Date sale price starts'@'Date sale price ends'@'Tax status'@'Tax class'@'In stock?'@Stock@'Low stock amount'@'Backorders allowed?'@'Sold individually?'@'Weight(kg)'@'Length(cm)'@'Width(cm)'@'Height(cm)'@'Allow customer reviews?'@'Purchase note'@'Sale price'@'Regular price'@Categories@Tags@'Shipping class'@Images@'Download limit'@'Download expiry days'@Parent@'Grouped products'@Upsells@Cross-sells@'External URL'@'Button text'@Position@'Attribute 1 name'@'Attribute 1 value(s)'@'Attribute 1 visible'@'Attribute 1 global'@'Attribute 1 default'@'Attribute 2 name'@'Attribute 2 value(s)'@'Attribute 2 visible'@'Attribute 2 global'@'Attribute 2 default'@'Attribute 3 name'@'Attribute 3 value(s)'@'Attribute 3 visible'@'Attribute 3 global'@'Attribute 3 default'@'Attribute 4 name'@'Attribute 4 value(s)'@'Attribute 4 visible'@'Attribute 4 global'@'Attribute 4 default'@'Attribute 5 name'@'Attribute 5 value(s)'@'Attribute 5 visible'@'Attribute 5 global'@'Attribute 5 default'@'Attribute 6 name'@'Attribute 6 value(s)'@'Attribute 6 visible'@'Attribute 6 global'@'Attribute 6 default'@'Attribute 7 name'@'Attribute 7 value(s)'@'Attribute 7 visible'@'Attribute 7 global'@'Attribute 7 default'@'Attribute 8 name'@'Attribute 8 value(s)'@'Attribute 8 visible'@'Attribute 8 global'@'Attribute 8 default'@'Attribute 9 name'@'Attribute 9 value(s)'@'Attribute 9 visible'@'Attribute 9 global'@'Attribute 9 default'
@simple@""@"Trên Lưng Khổng Tượng - Kinh Doanh Online Trên Sàn Thương Mại Điện Tử - Khởi Nghiệp Với Bán Hàng Qua Mạng và Nhãn Hàng Riêng"@1@"0"@"visible"@""@"QUYỂN SÁCH "CẦM TAY CHỈ VIỆC" GIÚP BẠN KINH DOANH THÀNH CÔNG TRÊN CÁC SÀN TMĐT TẠI VIỆT NAM."@""@""@"taxable"@""@"1"@@""@"0"@"0"@""@""@""@""@"1"@""@""@"155.000₫"@"E-commerce Book"@@""@"https://salt.tikicdn.com/cache/750x750/ts/product/aa/63/ca/8b79edb6e201b64579e96d2339b34a40.png , https://salt.tikicdn.com/cache/750x750/ts/product/aa/63/ca/8b79edb6e201b64579e96d2339b34a40.png "@""@""@@""@@@""@""@0@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""
@simple@""@"Cất Cánh Trên Sàn Thương Mại Điện Tử - Tôi đã xây dựng JulyHouse, Macaland và Loli & The Wolf như thế nào?"@1@"0"@"visible"@""@"Chiêm nghiệm và đúc kết công thức thành công của tác giả - founder July House, Loli & The Wolf, Macaland - trong việc xây dựng nhãn hiệu riêng trên thương mại điện tử.
  Quyển sách sẽ mang đến cho bạn:
Công thức thành công trong việc xây dựng thương hiệu riêng trên thương mại điện tử: Bắt đầu từ những lô hàng đầu tiên, đến giai đoạn đơn hàng tăng trưởng nhanh chóng và quản trị doanh nghiệp khi đã lớn mạnh."@""@""@"taxable"@""@"1"@@""@"0"@"0"@""@""@""@""@"1"@""@""@"179.000₫"@"E-commerce Book"@@""@"https://salt.tikicdn.com/cache/750x750/ts/product/1b/e3/9a/b257a1d94196c60849751f6d0b4d6459.png , https://salt.tikicdn.com/cache/750x750/ts/product/1b/e3/9a/b257a1d94196c60849751f6d0b4d6459.png "@""@""@@""@@@""@""@0@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""
@simple@""@"Marketing giỏi phải kiếm được tiền - The end of marketing as we know it"@1@"0"@"visible"@""@""@""@""@"taxable"@""@"1"@@""@"0"@"0"@""@""@""@""@"1"@""@""@"299.000₫"@"E-commerce Book"@@""@"https://salt.tikicdn.com/cache/750x750/ts/product/11/cf/6b/757541771b388028786be7504eef89c2.jpg , https://salt.tikicdn.com/cache/750x750/ts/product/11/cf/6b/757541771b388028786be7504eef89c2.jpg "@""@""@@""@@@""@""@0@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""@""@""@"0"@"1"@""
@simple@""@"25 Thiên Hướng Hành Vi Ảnh Hưởng Đến Quyết Định Mua Hàng"@1@"0"@"visible"@""@"25 Thiên Hướng Hành Vi Ảnh Hưởng Đến Quyết Định Mua Hàng


Nhà xuất bản : Nhà Xuất Bản Hồng Đức.
